,RowTree,d13C,totalN,totalC,CurrentName,Voucher,Provenance.x,YearPlanted,FieldID,DNNumber,Taxon,Collector,Collector.s..,Latitude.degrees..south.,Latitude.minutes..south.,Latitude.seconds..south.,Longitude.degrees..east.,Longitude.minutes..east.,Longitude.seconds..east.,Row,Tree,Status.in.Feb.2016,Drought.stress..June.2019.,Time.since.death..June.2019.,X2006.dieback.death,Maturity.at.June.2019,UniqueID,Yearplanted,Current.name,TaxonoriginalDN,Section,Diam.1.Bark,Diam.1.peeled,Diam.2.Bark,Diam.2.peeled,bark.thickness,WD,Volume.wood,Leaf.dry.weight,Wood.dry.weight,Provenance.y,Drought2006Scale,latitude,longitude,Stateoccurrence,Regeneration.Strategy,ai_et0,et0_yr,AICorrected,MAT,TWQ,TCQ,MAP,PWM,PDM,PS,PWarmQ,PDQ,PWetQ,PCQ,MDR,ISOT,TS,MaxTWM,MinTCM,TAR,MTWQ,MeanTDQ,et0_yr_corrected,PrecDeficit,ConsevationStatusNSW
49,R049/T02,-28.57,1.3,50.2,Eucalyptus viridis,DN 729,"Hermidale, NSW",1994,CCA0729,729,Eucalyptus viridis,D.Nicolle,729,31,33,37,146,30,33,49,2,Alive,None evident,,None evident,Flowered,690,1994,Eucalyptus viridis,Eucalyptus viridis,Adnataria,10.8,8.36,10.03,7.8,2.335,0.806907216,1.94,1.5654,1.43,"Hermidale, NSW",0,-31.56027778,146.5091667,"NSW,Vic,Qld",Lignotuber,1985,2090,0.1985,18.2875,25.71667,10.61667,415,59,22,28.41955,141,82,141,82,12.575,43.6632,610.4846,33.1,4.3,28.8,25.71667,10.61667,0.209,414.791,
50,R049/T03,-28.79,1,49.6,Eucalyptus viridis,DN 729,"Hermidale, NSW",1994,CCA0730,729,Eucalyptus viridis,D.Nicolle,729,31,33,37,146,30,33,49,3,Alive,None evident,,None evident,Flowered,690,1994,Eucalyptus viridis,Eucalyptus viridis,Adnataria,9.1,6.9,8.72,6.87,2.025,1.246516129,1.55,1.9321,1.1,"Hermidale, NSW",0,-31.56027778,146.5091667,"NSW,Vic,Qld",Lignotuber,1985,2090,0.1985,18.2875,25.71667,10.61667,415,59,22,28.41955,141,82,141,82,12.575,43.6632,610.4846,33.1,4.3,28.8,25.71667,10.61667,0.209,414.791,
51,R049/T05,-27.83,1,47.4,Eucalyptus woollsiana,DN 681,"Kogan, Qld",1994,CCA0732,681,Eucalyptus woollsiana (E. pilligaensis),D.Nicolle,681,27,9,4,150,39,31,49,5,Alive,None evident,,None evident,,681,1994,Eucalyptus woollsiana,Eucalyptus woollsiana (E. pilligaensis),Adnataria,10.57,8.56,9.87,7.29,2.295,0.751129032,2.48,1.8628,1.6,"Kogan, Qld",0,-27.15111111,150.6586111,"Qld,NSW",Combination,3100,1973,0.31,19.1125,25,12.21667,612,90,23,41.97261,238,84,238,84,12.95833,48.35199,519.152,31.7,4.9,26.8,24.21667,12.21667,0.1973,611.8027,
52,R049/T06,-28.04,1,46.7,Eucalyptus woollsiana,DN 681,"Kogan, Qld",1994,CCA0733,681,Eucalyptus woollsiana (E. pilligaensis),D.Nicolle,681,27,9,4,150,39,31,49,6,Alive,None evident,,None evident,,681,1994,Eucalyptus woollsiana,Eucalyptus woollsiana (E. pilligaensis),Adnataria,10.26,8.07,10.57,8.21,2.275,0.938381743,2.41,2.2615,1.66,"Kogan, Qld",0,-27.15111111,150.6586111,"Qld,NSW",Combination,3100,1973,0.31,19.1125,25,12.21667,612,90,23,41.97261,238,84,238,84,12.95833,48.35199,519.152,31.7,4.9,26.8,24.21667,12.21667,0.1973,611.8027,
53,R049/T08,-29.47,1,49.1,Eucalyptus woollsiana,DN 681,"Kogan, Qld",1994,CCA0735,681,Eucalyptus woollsiana (E. pilligaensis),D.Nicolle,681,27,9,4,150,39,31,49,8,Alive,None evident,,None evident,,681,1994,Eucalyptus woollsiana,Eucalyptus woollsiana (E. pilligaensis),Adnataria,10.71,8.33,9.93,7.58,2.365,1.407434944,2.69,3.786,2.01,"Kogan, Qld",0,-27.15111111,150.6586111,"Qld,NSW",Combination,3100,1973,0.31,19.1125,25,12.21667,612,90,23,41.97261,238,84,238,84,12.95833,48.35199,519.152,31.7,4.9,26.8,24.21667,12.21667,0.1973,611.8027,
54,R049/T15,-26.84,1.1,49.8,Eucalyptus morrisii,DN 730,"Mt Boppy, NSW",1994,CCA0742,730,Eucalyptus morrisii,D.Nicolle,730,31,32,27,146,16,47,49,15,Alive,None evident,,None evident,Flowered,730,1994,Eucalyptus morrisii,Eucalyptus morrisii,Exsertaria,8.77,7.48,9.55,6.9,1.97,2.212894737,2.28,5.0454,1.67,"Mt Boppy, NSW",0,-31.54083333,146.2797222,NSW,Lignotuber,1971,2069,0.1971,18.00833,25.36667,10.43333,408,56,23,26.01555,134,83,129,86,12.05,42.88256,604.866,32.5,4.4,28.1,23.95,14.3,0.2069,407.7931,
55,R049/T17,-28.83,0.8,48,Eucalyptus melanophloia subsp. melanophloia,DN 690,"Wandoan, Qld",1994,CCA0743,690,Eucalyptus melanophloia subsp. melanophloia,D.Nicolle,690,26,16,2,150,2,53,49,17,Alive,None evident,,None evident,Flowered,690,1994,Eucalyptus melanophloia subsp. melanophloia,Eucalyptus melanophloia subsp. melanophloia,Adnataria,10.01,7.71,10.73,7.22,2.905,1.762352941,1.87,3.2956,1.29,"Wandoan, Qld",0,-26.26722222,150.0480556,"Qld,NSW",Combination,3006,2082,0.3006,20.15833,26,13.25,626,92,27,44.66717,254,87,254,87,14.76667,51.6317,517.2867,33.3,4.7,28.6,26,13.25,0.2082,625.7918,
56,R049/T20,-28.74,1.2,50.2,Eucalyptus tereticornis subsp. tereticornis,DN 713,"Bororen, Qld",1994,CCA0746,713,Eucalyptus tereticornis subsp. tereticornis,D.Nicolle,713,24,6,41,151,25,54,49,20,Alive,Moderate,,None evident,,713,1994,Eucalyptus tereticornis subsp. tereticornis,Eucalyptus tereticornis subsp. tereticornis,Exsertaria,13.26,10.63,12.88,10.82,2.345,0.839166667,4.32,3.6252,2.31,"Bororen, Qld",0,-24.11138889,151.4316667,"Qld,NSW,PNG",Combination,5833,1889,0.5833,21.95,25.95,17.05,1102,214,34,63.6283,531,108,507,108,10.21667,50.57756,362.4725,30.8,10.6,20.2,25.71667,17.05,0.1889,1101.811,
57,R049/T21,-28.49,1.2,50,Eucalyptus tereticornis subsp. tereticornis,DN 713,"Bororen, Qld",1994,CCA0747,713,Eucalyptus tereticornis subsp. tereticornis,D.Nicolle,713,24,6,41,151,25,54,49,21,Alive,Moderate,,None evident,,713,1994,Eucalyptus tereticornis subsp. tereticornis,Eucalyptus tereticornis subsp. tereticornis,Exsertaria,9.56,8.24,10.01,8.47,1.43,1.391581028,2.53,3.5207,1.37,"Bororen, Qld",0,-24.11138889,151.4316667,"Qld,NSW,PNG",Combination,5833,1889,0.5833,21.95,25.95,17.05,1102,214,34,63.6283,531,108,507,108,10.21667,50.57756,362.4725,30.8,10.6,20.2,25.71667,17.05,0.1889,1101.811,
58,R049/T23,-28.36,1.2,50.3,Eucalyptus tereticornis subsp. tereticornis,DN 713,"Bororen, Qld",1994,CCA0749,713,Eucalyptus tereticornis subsp. tereticornis,D.Nicolle,713,24,6,41,151,25,54,49,23,Alive,Moderate,,None evident,,713,1994,Eucalyptus tereticornis subsp. tereticornis,Eucalyptus tereticornis subsp. tereticornis,Exsertaria,11.13,9.48,11.34,9.39,1.8,1.05504644,3.23,3.4078,1.87,"Bororen, Qld",0,-24.11138889,151.4316667,"Qld,NSW,PNG",Combination,5833,1889,0.5833,21.95,25.95,17.05,1102,214,34,63.6283,531,108,507,108,10.21667,50.57756,362.4725,30.8,10.6,20.2,25.71667,17.05,0.1889,1101.811,
59,R049/T24,-28.52,0.8,48.3,Eucalyptus moluccana,DN 712,"Gladstone, Qld",1994,CCA0750,712,Eucalyptus moluccana,D.Nicolle,712,23,48,4,150,57,12,49,24,Alive,Slight,,None evident,Flowered,712,1994,Eucalyptus moluccana,Eucalyptus moluccana,Adnataria,10.49,8.66,10.17,8.6,1.7,1.252851563,2.56,3.2073,1.78,"Gladstone, Qld",0,-23.80111111,150.9533333,"Qld,NSW",Combination,4318,2019,0.4318,22.05833,26.21667,16.86667,872,168,30,60.026,406,96,406,96,11.4,52.53456,380.1544,31.5,9.8,21.7,26.21667,16.86667,0.2019,871.7981,
60,R049/T25,-28.39,0.7,47.8,Eucalyptus moluccana,DN 712,"Gladstone, Qld",1994,CCA0751,712,Eucalyptus moluccana,D.Nicolle,712,23,48,4,150,57,12,49,25,Alive,Slight,,None evident,Flowered,712,1994,Eucalyptus moluccana,Eucalyptus moluccana,Adnataria,14.98,10.85,13.83,11.48,3.24,1.390199557,4.51,6.2698,3.16,"Gladstone, Qld",0,-23.80111111,150.9533333,"Qld,NSW",Combination,4318,2019,0.4318,22.05833,26.21667,16.86667,872,168,30,60.026,406,96,406,96,11.4,52.53456,380.1544,31.5,9.8,21.7,26.21667,16.86667,0.2019,871.7981,
61,R049/T26,-28.13,0.8,47.3,Eucalyptus moluccana,DN 712,"Gladstone, Qld",1994,CCA0752,712,Eucalyptus moluccana,D.Nicolle,712,23,48,4,150,57,12,49,26,Alive,None evident,,None evident,Flowered,712,1994,Eucalyptus moluccana,Eucalyptus moluccana,Adnataria,11.33,7.97,10.94,8.53,2.885,1.915648855,2.62,5.019,1.89,"Gladstone, Qld",0,-23.80111111,150.9533333,"Qld,NSW",Combination,4318,2019,0.4318,22.05833,26.21667,16.86667,872,168,30,60.026,406,96,406,96,11.4,52.53456,380.1544,31.5,9.8,21.7,26.21667,16.86667,0.2019,871.7981,
62,R050/T01,-28.24,0.9,46.9,Eucalyptus blakelyi,DN 722,"Inverell, NSW",1994,CCA0758,722,Eucalyptus blakelyi,D.Nicolle,722,29,44,45,151,33,38,50,1,Alive,None evident,,None evident,Flowered,722,1994,Eucalyptus blakelyi,Eucalyptus blakelyi,Exsertaria,8.16,6.36,7.77,6.65,1.46,2.387321429,1.68,4.0107,0.88,"Inverell, NSW",0,-29.74583333,151.5605556,"NSW,Vic,Qld",Combination,5571,1590,0.5571,14.19583,19.91667,7.75,886,122,46,34.56039,329,153,328,153,12.69167,49.38391,493.0953,26.7,1,25.7,18.81667,11.61667,0.159,885.841,
63,R050/T03,-28.23,1.3,51,Eucalyptus blakelyi,DN 722,"Inverell, NSW",1994,CCA0759,722,Eucalyptus blakelyi,D.Nicolle,722,29,44,45,151,33,38,50,3,Alive,None evident,,Severe,Flowered,722,1994,Eucalyptus blakelyi,Eucalyptus blakelyi,Exsertaria,11.65,9.7,11.18,9.98,1.575,0.880285714,3.5,3.081,1.81,"Inverell, NSW",3,-29.74583333,151.5605556,"NSW,Vic,Qld",Combination,5571,1590,0.5571,14.19583,19.91667,7.75,886,122,46,34.56039,329,153,328,153,12.69167,49.38391,493.0953,26.7,1,25.7,18.81667,11.61667,0.159,885.841,
64,R050/T04,-27.47,1.4,49.1,Eucalyptus blakelyi,DN 722,"Inverell, NSW",1994,CCA0760,722,Eucalyptus blakelyi,D.Nicolle,722,29,44,45,151,33,38,50,4,Alive,None evident,,None evident,Flowered,722,1994,Eucalyptus blakelyi,Eucalyptus blakelyi,Exsertaria,12.13,10.39,12.36,10.73,1.685,0.758618267,4.27,3.2393,2.3,"Inverell, NSW",0,-29.74583333,151.5605556,"NSW,Vic,Qld",Combination,5571,1590,0.5571,14.19583,19.91667,7.75,886,122,46,34.56039,329,153,328,153,12.69167,49.38391,493.0953,26.7,1,25.7,18.81667,11.61667,0.159,885.841,
65,R050/T06,-29.08,1.2,49.9,Eucalyptus dealbata,DN 723,"Inverell, NSW",1994,CCA0762,723,Eucalyptus dealbata,D.Nicolle,723,29,54,13,150,29,14,50,6,Alive,Slight,,None evident,,723,1994,Eucalyptus dealbata,Eucalyptus dealbata,Exsertaria,11.2,9.73,11.43,9.17,1.865,1.023727273,3.3,3.3783,1.88,"Inverell, NSW",0,-29.90361111,150.4872222,"NSW,Qld",Uncertain,4153,1841,0.4153,16.67083,23.08333,9.7,765,105,41,28.27198,268,145,268,156,12.95833,47.81673,540.3007,30.2,3.1,27.1,23.08333,13.6,0.1841,764.8159,
66,R050/T09,-28.31,1.2,46.4,Eucalyptus dealbata,DN 724,"Nandewar Range, NSW",1994,CCA0765,724,Eucalyptus dealbata,D.Nicolle,724,30,8,23,150,4,4,50,9,Alive,Moderate,,None evident,Flowered,724,1994,Eucalyptus dealbata,Eucalyptus dealbata,Exsertaria,10.83,9.67,11.25,8.52,1.945,0.647025316,3.16,2.0446,1.69,"Nandewar Range, NSW",0,-30.13972222,150.0677778,"NSW,Qld",Uncertain,4164,1808,0.4164,16.0375,22.5,9.133333,753,109,43,27.24445,255,155,255,164,12.55833,46.85945,540.7491,29.5,2.7,26.8,22.5,16.71667,0.1808,752.8192,
67,R050/T11,-27.12,1.1,49.7,Eucalyptus dealbata,DN 724,"Nandewar Range, NSW",1994,CCA0766,724,Eucalyptus dealbata,D.Nicolle,724,30,8,23,150,4,4,50,11,Alive,None evident,,None evident,Flowered,724,1994,Eucalyptus dealbata,Eucalyptus dealbata,Exsertaria,9.78,7.86,10.92,9.06,1.89,0.972107143,2.8,2.7219,1.63,"Nandewar Range, NSW",0,-30.13972222,150.0677778,"NSW,Qld",Uncertain,4164,1808,0.4164,16.0375,22.5,9.133333,753,109,43,27.24445,255,155,255,164,12.55833,46.85945,540.7491,29.5,2.7,26.8,22.5,16.71667,0.1808,752.8192,
68,R050/T15,-30.25,1.1,48.6,Eucalyptus fibrosa,DN 666,"Baryulgil, NSW",1994,CCA0770,666,Eucalyptus fibrosa,D.Nicolle,666,29,18,8,152,38,41,50,15,Alive,None evident,,None evident,Flowered,666,1994,Eucalyptus crebra,Eucalyptus fibrosa,Adnataria,8.98,7.26,8.66,6.82,1.78,1.671636364,2.2,3.6776,1.42,"Baryulgil, NSW",0,-29.30222222,152.6447222,"Qld,NSW",Combination,6368,1703,0.6368,18.67083,23.26667,13.28333,1085,168,28,53.90421,468,105,468,117,11.20833,50.71644,403.2902,28.8,6.7,22.1,23.26667,14.23333,0.1703,1084.83,
69,R050/T13,-28.39,0.7,46.8,Eucalyptus fibrosa,DN 666,"Baryulgil, NSW",1994,CCA0768,666,Eucalyptus fibrosa,D.Nicolle,666,29,18,8,152,38,41,50,13,Alive,None evident,,None evident,Flowered,666,1994,Eucalyptus crebra,Eucalyptus fibrosa,Adnataria,9.38,7.46,9.32,7.72,1.76,1.414805195,2.31,3.2682,1.45,"Baryulgil, NSW",0,-29.30222222,152.6447222,"Qld,NSW",Combination,6368,1703,0.6368,18.67083,23.26667,13.28333,1085,168,28,53.90421,468,105,468,117,11.20833,50.71644,403.2902,28.8,6.7,22.1,23.26667,14.23333,0.1703,1084.83,
70,R050/T16,-29.17,1.3,47.7,Eucalyptus fibrosa,DN 666,"Baryulgil, NSW",1994,CCA0771,666,Eucalyptus fibrosa,D.Nicolle,666,29,18,8,152,38,41,50,16,Alive,None evident,,None evident,Flowered,666,1994,Eucalyptus crebra,Eucalyptus fibrosa,Adnataria,10.98,8.89,10.95,9.13,1.955,1.066423611,2.88,3.0713,1.83,"Baryulgil, NSW",0,-29.30222222,152.6447222,"Qld,NSW",Combination,6368,1703,0.6368,18.67083,23.26667,13.28333,1085,168,28,53.90421,468,105,468,117,11.20833,50.71644,403.2902,28.8,6.7,22.1,23.26667,14.23333,0.1703,1084.83,
71,R050/T21,-26.11,1.2,49.2,Eucalyptus kabiana,DN 720,"Mt Beerwah, Qld",1994,CCA0772,720,Eucalyptus kabiana,D.Nicolle,720,26,53,42,152,52,51,50,21,Alive,None evident,,None evident,Flowered,720,1994,Eucalyptus kabiana,Eucalyptus kabiana,Exsertaria,10.31,8.13,10.51,8.18,2.255,0.728,2.8,2.0384,1.93,"Mt Beerwah, Qld",0,-26.895,152.8808333,Qld,Lignotuber,8963,1682,0.8963,19.24167,23.55,14.1,1508,247,48,49.98552,635,173,588,195,10.35,50.24272,383.6478,28.6,8,20.6,23.38333,14.9,0.1682,1507.832,
72,R050/T22,-26.85,1.2,49.1,Eucalyptus kabiana,DN 720,"Mt Beerwah, Qld",1994,CCA0773,720,Eucalyptus kabiana,D.Nicolle,720,26,53,42,152,52,51,50,22,Alive,None evident,,None evident,Flowered,720,1994,Eucalyptus kabiana,Eucalyptus kabiana,Exsertaria,10.43,7.82,10.36,7.59,2.69,0.729684685,2.22,1.6199,1.52,"Mt Beerwah, Qld",0,-26.895,152.8808333,Qld,Lignotuber,8963,1682,0.8963,19.24167,23.55,14.1,1508,247,48,49.98552,635,173,588,195,10.35,50.24272,383.6478,28.6,8,20.6,23.38333,14.9,0.1682,1507.832,
73,R050/T23,-28.77,1.4,49.3,Eucalyptus kabiana,DN 720,"Mt Beerwah, Qld",1994,CCA0774,720,Eucalyptus kabiana,D.Nicolle,720,26,53,42,152,52,51,50,23,Alive,None evident,,None evident,Flowered,720,1994,Eucalyptus kabiana,Eucalyptus kabiana,Exsertaria,8.63,7.39,9.13,6.84,1.765,1.018571429,1.89,1.9251,1.33,"Mt Beerwah, Qld",0,-26.895,152.8808333,Qld,Lignotuber,8963,1682,0.8963,19.24167,23.55,14.1,1508,247,48,49.98552,635,173,588,195,10.35,50.24272,383.6478,28.6,8,20.6,23.38333,14.9,0.1682,1507.832,
77,R051/T01,-29.96,1.2,50.6,Eucalyptus elegans,DN 680,"Kogan, Qld",1994,CCA0783,680,Eucalyptus elegans,D.Nicolle,680,27,7,0,150,41,36,51,1,Alive,None evident,,None evident,Flowered,680,1994,Eucalyptus elegans,Eucalyptus elegans,Adnataria,10.36,8.19,10.52,7.92,2.385,0.84019305,2.59,2.1761,1.76,"Kogan, Qld",0,-27.11666667,150.6933333,"Qld,NSW",Combination,3167,1944,0.3167,19.06667,24.93333,12.21667,616,89,24,41.21154,242,86,242,86,12.86667,48.37093,516.4183,31.6,5,26.6,24.93333,12.21667,0.1944,615.8056,
78,R051/T03,-29.89,1.5,49.2,Eucalyptus elegans,DN 680,"Kogan, Qld",1994,CCA0784,680,Eucalyptus elegans,D.Nicolle,680,27,7,0,150,41,36,51,3,Alive,None evident,,None evident,,680,1994,Eucalyptus elegans,Eucalyptus elegans,Adnataria,9.61,7.41,10.22,7.58,2.42,0.463690987,2.33,1.0804,1.58,"Kogan, Qld",0,-27.11666667,150.6933333,"Qld,NSW",Combination,3167,1944,0.3167,19.06667,24.93333,12.21667,616,89,24,41.21154,242,86,242,86,12.86667,48.37093,516.4183,31.6,5,26.6,24.93333,12.21667,0.1944,615.8056,
79,R051/T04,-29.28,1.5,49.3,Eucalyptus elegans,DN 680,"Kogan, Qld",1994,CCA0785,680,Eucalyptus elegans,D.Nicolle,680,27,7,0,150,41,36,51,4,Alive,None evident,,None evident,,680,1994,Eucalyptus elegans,Eucalyptus elegans,Adnataria,10.56,7.3,9.45,7.17,2.77,0.62,1.9,1.178,1.24,"Kogan, Qld",0,-27.11666667,150.6933333,"Qld,NSW",Combination,3167,1944,0.3167,19.06667,24.93333,12.21667,616,89,24,41.21154,242,86,242,86,12.86667,48.37093,516.4183,31.6,5,26.6,24.93333,12.21667,0.1944,615.8056,
80,R051/T07,-28.33,1,47.9,Eucalyptus argophloia,DN 686,"Burncluith, Qld",1994,CCA0788,686,Eucalyptus argophloia,D.Nicolle,686,26,37,52,150,44,5,51,7,Alive,None evident,,None evident,Flowered,686,1994,Eucalyptus argophloia,Eucalyptus argophloia,Adnataria,10.61,8.62,10.37,8.8,1.78,0.503758621,2.9,1.4609,1.87,"Burncluith, Qld",0,-26.63111111,150.7347222,Qld,Combination,3121,2021,0.3121,19.59583,25.41667,12.68333,631,94,24,45.15936,258,84,258,84,14.275,50.80071,516.4101,32.5,4.4,28.1,25.41667,12.68333,0.2021,630.7979,
81,R051/T05,-29.05,1,49,Eucalyptus argophloia,DN 686,"Burncluith, Qld",1994,CCA0786,686,Eucalyptus argophloia,D.Nicolle,686,26,37,52,150,44,5,51,5,Alive,None evident,,None evident,Flowered,686,1994,Eucalyptus argophloia,Eucalyptus argophloia,Adnataria,13.43,11.41,12.03,9.94,2.055,0.363759214,4.07,1.4805,2.47,"Burncluith, Qld",0,-26.63111111,150.7347222,Qld,Combination,3121,2021,0.3121,19.59583,25.41667,12.68333,631,94,24,45.15936,258,84,258,84,14.275,50.80071,516.4101,32.5,4.4,28.1,25.41667,12.68333,0.2021,630.7979,
82,R051/T08,-28.52,1,48.4,Eucalyptus argophloia,DN 686,"Burncluith, Qld",1994,CCA0789,686,Eucalyptus argophloia,D.Nicolle,686,26,37,52,150,44,5,51,8,Alive,None evident,,None evident,Flowered,686,1994,Eucalyptus argophloia,Eucalyptus argophloia,Adnataria,10.46,9.48,10.51,9.23,1.13,0.437246377,3.45,1.5085,2.25,"Burncluith, Qld",1,-26.63111111,150.7347222,Qld,Combination,3121,2021,0.3121,19.59583,25.41667,12.68333,631,94,24,45.15936,258,84,258,84,14.275,50.80071,516.4101,32.5,4.4,28.1,25.41667,12.68333,0.2021,630.7979,
86,R052/T01,-25.32,1,50.3,Eucalyptus prava,DN 671,"Mt Norman, Qld",1994,CCA0800,671,Eucalyptus prava,D.Nicolle,671,28,52,NA,151,58,NA,52,1,Alive,Slight,,Moderate,Flowered,671,1994,Eucalyptus prava,Eucalyptus prava,Exsertaria,11.04,7.97,10.83,8.07,2.915,1.502122449,2.45,3.6802,1.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,R052/T04,-27.96,1.7,48.8,Eucalyptus prava,DN 671,"Mt Norman, Qld",1994,CCA0802,671,Eucalyptus prava,D.Nicolle,671,28,52,NA,151,58,NA,52,4,Alive,None evident,,Moderate,Flowered,671,1994,Eucalyptus prava,Eucalyptus prava,Exsertaria,9.72,8.4,9.75,8.19,1.44,0.530033113,3.02,1.6007,1.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,R052/T06,-28.09,1.5,49.5,Eucalyptus amplifolia subsp. sessiliflora,DN 668,"Tenterfield, NSW",1994,CCA0804,668,Eucalyptus amplifolia subsp. sessiliflora,D.Nicolle,668,29,4,47,152,0,16,52,6,Alive,Slight,,None evident,Flowered,668,1994,Eucalyptus amplifolia subsp. sessiliflora,Eucalyptus amplifolia subsp. sessiliflora,Exsertaria,8.02,7.05,8.63,6.37,1.615,2.409597701,1.74,4.1927,0.97,"Tenterfield, NSW",0,-29.07972222,152.0044444,"NSW,Qld",Combination,5714,1543,0.5714,14.7,20.06667,8.616667,882,117,37,37.53374,335,134,335,134,12.36667,50.06748,463.0973,26.3,1.6,24.7,20.06667,8.616667,0.1543,881.8457,
89,R052/T07,-28.45,1,49.3,Eucalyptus amplifolia subsp. sessiliflora,DN 668,"Tenterfield, NSW",1994,CCA0805,668,Eucalyptus amplifolia subsp. sessiliflora,D.Nicolle,668,29,4,47,152,0,16,52,7,Alive,None evident,,None evident,Flowered,668,1994,Eucalyptus amplifolia subsp. sessiliflora,Eucalyptus amplifolia subsp. sessiliflora,Exsertaria,13.37,12.04,12.47,10.11,1.845,1.05047619,4.2,4.412,2.14,"Tenterfield, NSW",0,-29.07972222,152.0044444,"NSW,Qld",Combination,5714,1543,0.5714,14.7,20.06667,8.616667,882,117,37,37.53374,335,134,335,134,12.36667,50.06748,463.0973,26.3,1.6,24.7,20.06667,8.616667,0.1543,881.8457,
90,R052/T08,-29.22,1,50.1,Eucalyptus amplifolia subsp. sessiliflora,DN 668,"Tenterfield, NSW",1994,CCA0806,668,Eucalyptus amplifolia subsp. sessiliflora,D.Nicolle,668,29,4,47,152,0,16,52,8,Alive,Slight,,None evident,Flowered,668,1994,Eucalyptus amplifolia subsp. sessiliflora,Eucalyptus amplifolia subsp. sessiliflora,Exsertaria,9.11,7.94,8.52,7.37,1.16,1.654131455,2.13,3.5233,1.33,"Tenterfield, NSW",0,-29.07972222,152.0044444,"NSW,Qld",Combination,5714,1543,0.5714,14.7,20.06667,8.616667,882,117,37,37.53374,335,134,335,134,12.36667,50.06748,463.0973,26.3,1.6,24.7,20.06667,8.616667,0.1543,881.8457,
91,R052/T09,-29.01,1.4,49.4,Eucalyptus sideroxylon,DN 674,"Wallangarra, Qld",1994,CCA0807,674,Eucalyptus sideroxylon,D.Nicolle,674,28,54,3,151,54,28,52,9,Alive,None evident,,None evident,,674,1994,Eucalyptus sideroxylon,Eucalyptus sideroxylon,Adnataria,9.1,7.43,9.66,6.87,2.23,0.717203791,2.11,1.5133,1.26,"Wallangarra, Qld",0,-28.90083333,151.9077778,"NSW,Vic,Qld",Combination,5225,1609,0.5225,15.20833,20.73333,8.95,841,110,37,36.45587,318,134,318,134,12.35,49.00793,476.1247,27.2,2,25.2,20.73333,8.95,0.1609,840.8391,
92,R052/T10,-30.57,1,50,Eucalyptus sideroxylon,DN 674,"Wallangarra, Qld",1994,CCA0808,674,Eucalyptus sideroxylon,D.Nicolle,674,28,54,3,151,54,28,52,10,Alive,None evident,,None evident,,674,1994,Eucalyptus sideroxylon,Eucalyptus sideroxylon,Adnataria,7.42,6.48,7.44,5.85,1.265,1.982715232,1.51,2.9939,0.95,"Wallangarra, Qld",0,-28.90083333,151.9077778,"NSW,Vic,Qld",Combination,5225,1609,0.5225,15.20833,20.73333,8.95,841,110,37,36.45587,318,134,318,134,12.35,49.00793,476.1247,27.2,2,25.2,20.73333,8.95,0.1609,840.8391,
93,R052/T12,-30.01,1.4,51.4,Eucalyptus sideroxylon,DN 674,"Wallangarra, Qld",1994,CCA0810,674,Eucalyptus sideroxylon,D.Nicolle,674,28,54,3,151,54,28,52,12,Alive,None evident,,None evident,Flowered,674,1994,Eucalyptus sideroxylon,Eucalyptus sideroxylon,Adnataria,9.01,7.22,9.27,7.42,1.82,1.20150289,1.73,2.0786,1.11,"Wallangarra, Qld",0,-28.90083333,151.9077778,"NSW,Vic,Qld",Combination,5225,1609,0.5225,15.20833,20.73333,8.95,841,110,37,36.45587,318,134,318,134,12.35,49.00793,476.1247,27.2,2,25.2,20.73333,8.95,0.1609,840.8391,
94,R053/T05,-28.64,1.2,50.1,Eucalyptus nubilis,DN 685,"Tara, Qld",1994,CCA0823,685,Eucalyptus nubilis (E. fibrosa subsp. nubila),D.Nicolle,685,27,3,22,150,30,34,53,5,Alive,None evident,,None evident,Flowered,685,1994,Eucalyptus fibrosa subsp. nubilis,Eucalyptus nubilis,Adnataria,9.59,7.23,10.09,7.47,2.49,1.892893401,1.97,3.729,1.34,"Tara, Qld",0,-27.05611111,150.5094444,"Qld,NSW",Combination,3134,1962,0.3134,18.95417,24.86667,12.05,615,91,25,41.93191,241,87,241,87,12.79167,47.90886,519.9802,31.4,4.7,26.7,24.86667,12.05,0.1962,614.8038,
95,R053/T06,-30.2,0.9,50.3,Eucalyptus nubilis,DN 685,"Tara, Qld",1994,CCA0824,685,Eucalyptus nubilis (E. fibrosa subsp. nubila),D.Nicolle,685,27,3,22,150,30,34,53,6,Alive,None evident,,None evident,Flowered,685,1994,Eucalyptus fibrosa subsp. nubilis,Eucalyptus nubilis,Adnataria,10.43,9.06,10.5,79,-33.565,1.753895131,2.67,4.6829,1.87,"Tara, Qld",0,-27.05611111,150.5094444,"Qld,NSW",Combination,3134,1962,0.3134,18.95417,24.86667,12.05,615,91,25,41.93191,241,87,241,87,12.79167,47.90886,519.9802,31.4,4.7,26.7,24.86667,12.05,0.1962,614.8038,
