Taxon,Collector,Collector's #,Mother tree generalised location collected,Latitude degrees (south),Latitude minutes (south),Latitude seconds (south),Longitude degrees (east),Longitude minutes (east),Longitude seconds (east),Row #,Tree #,Status in Feb 2016,Drought stress (June 2019),Time since death (June 2019),2006 dieback/death,Maturity at June 2019,Year planted,RowTree,,,
Eucalyptus moderata,D.Nicolle,2182,"Menzies 1, WA",29,42,42,120,54,49,186,33,Dead,,,,,2000,R186/T33,,,
Corymbia zygophylla,D.Nicolle,1185,"Exmouth Gulf, WA",22,44,46,114,23,23,186,34,Dead,,,,,2000,R186/T34,,,
Eucalyptus yalatensis,D.Nicolle,2129,"Nullarbor, SA",31,32,10,130,41,6,186,35,Alive,None evident,,None evident,Flowered,2000,R186/T35,,,
Eucalyptus yalatensis,D.Nicolle,2129,"Nullarbor, SA",31,32,10,130,41,6,186,36,Alive,None evident,,None evident,Flowered,2000,R186/T36,,,
Eucalyptus yalatensis,D.Nicolle,2129,"Nullarbor, SA",31,32,10,130,41,6,186,37,Alive,None evident,,None evident,Flowered,2000,R186/T37,,,
Eucalyptus capillosa,D.Nicolle,2192,"Lake Barlee, WA",29,11,49,120,14,10,186,4,Dead,,,,,2000,R186/T04,,,
Eucalyptus calcareana,D.Nicolle,2587,"Kimba, SA",33,13,32,136,19,55,186,5,Alive,None evident,,None evident,Flowered,2000,R186/T05,,,
Eucalyptus calcareana,D.Nicolle,2587,"Kimba, SA",33,13,32,136,19,55,186,6,Alive,None evident,,None evident,Flowered,2000,R186/T06,,,
Eucalyptus calcareana,D.Nicolle,2587,"Kimba, SA",33,13,32,136,19,55,186,7,Alive,None evident,,None evident,Flowered,2000,R186/T07,,,
Eucalyptus calcareana,D.Nicolle,2587,"Kimba, SA",33,13,32,136,19,55,186,8,Alive,None evident,,None evident,Flowered,2000,R186/T08,,,
Eucalyptus beardiana,D.Nicolle,2208,"Nerren Nerren, WA",27,7,44,114,33,12,186,9,Dead,,,,,2000,R186/T09,,,
Eucalyptus brockwayi,D.Nicolle,2166,"Norseman 1, WA",32,9,9,121,42,27,187,1,Alive,None evident,,None evident,Flowered,2000,R187/T01,,,
Eucalyptus microcarpa ,D.Nicolle,2895,"Boundary Bend, Vic",34,43,12,143,6,55,187,10,Alive,None evident,,None evident,,2000,R187/T10,,,
Eucalyptus microcarpa ,D.Nicolle,2895,"Boundary Bend, Vic",34,43,12,143,6,55,187,11,Alive,None evident,,None evident,,2000,R187/T11,,,
Eucalyptus rhomboidea,D.Nicolle,2272,"Bremer Range, WA",32,33,57,120,45,8,187,12,Dead,,,,,2000,R187/T12,,,
Eucalyptus rhomboidea,D.Nicolle,2272,"Bremer Range, WA",32,33,57,120,45,8,187,13,Alive,None evident,,None evident,Flowered,2000,R187/T13,,,
Eucalyptus rhomboidea,D.Nicolle,2272,"Bremer Range, WA",32,33,57,120,45,8,187,14,Alive,None evident,,None evident,Flowered,2000,R187/T14,,,
Eucalyptus rhomboidea,D.Nicolle,2272,"Bremer Range, WA",32,33,57,120,45,8,187,15,Dead,,,,,2000,R187/T15,,,
Eucalyptus calycogona subsp. trachybasis,D.Nicolle,2896,"Koraleigh, NSW",35,7,33,143,24,14,187,16,Alive,None evident,,None evident,Flowered,2000,R187/T16,,,
Eucalyptus calycogona subsp. trachybasis,D.Nicolle,2896,"Koraleigh, NSW",35,7,33,143,24,14,187,17,Alive,None evident,,None evident,,2000,R187/T17,,,
Eucalyptus calycogona subsp. trachybasis,D.Nicolle,2896,"Koraleigh, NSW",35,7,33,143,24,14,187,18,Alive,None evident,,None evident,Flowered,2000,R187/T18,,,
Eucalyptus calycogona subsp. trachybasis,D.Nicolle,2896,"Koraleigh, NSW",35,7,33,143,24,14,187,19,Alive,None evident,,None evident,Flowered,2000,R187/T19,,,
Eucalyptus brockwayi,D.Nicolle,2166,"Norseman 1, WA",32,9,9,121,42,27,187,2,Alive,None evident,,None evident,Flowered,2000,R187/T02,,,
Eucalyptus molyneuxii,D.Nicolle,2873,"Little Desert 1, Vic",36,34,26,141,29,7,187,20,Dead,,,,,2000,R187/T20,,,
Eucalyptus molyneuxii,D.Nicolle,2873,"Little Desert 1, Vic",36,34,26,141,29,7,187,21,Dead,,,,,2000,R187/T21,,,
Eucalyptus molyneuxii,D.Nicolle,2873,"Little Desert 1, Vic",36,34,26,141,29,7,187,22,Dead,,,,,2000,R187/T22,,,
Eucalyptus longicornis,D.Nicolle,2283,"Lake Johnston 1, WA",32,14,16,120,30,39,187,23,Alive,Dead (non-drought),,,,2000,R187/T23,,,
Eucalyptus longicornis,D.Nicolle,2283,"Lake Johnston 1, WA",32,14,16,120,30,39,187,24,Alive,None evident,,None evident,Flowered,2000,R187/T24,,,
Eucalyptus longicornis,D.Nicolle,2283,"Lake Johnston 1, WA",32,14,16,120,30,39,187,25,Alive,None evident,,None evident,Flowered,2000,R187/T25,,,
Eucalyptus longicornis,D.Nicolle,2283,"Lake Johnston 1, WA",32,14,16,120,30,39,187,26,Alive,None evident,,None evident,Flowered,2000,R187/T26,,,
Eucalyptus horistes subsp. horistes,D.Nicolle,2756,"Youanmi, WA",28,33,23,118,44,12,187,27,Alive,None evident,,None evident,Flowered,2000,R187/T27,,,
Eucalyptus horistes subsp. horistes,D.Nicolle,2756,"Youanmi, WA",28,33,23,118,44,12,187,28,Alive,None evident,,None evident,Flowered,2000,R187/T28,,,
Eucalyptus horistes subsp. horistes,D.Nicolle,2756,"Youanmi, WA",28,33,23,118,44,12,187,29,Alive,None evident,,None evident,Flowered,2000,R187/T29,,,
Eucalyptus brockwayi,D.Nicolle,2166,"Norseman 1, WA",32,9,9,121,42,27,187,3,Alive,None evident,,None evident,Flowered,2000,R187/T03,,,
Eucalyptus horistes subsp. horistes,D.Nicolle,2756,"Youanmi, WA",28,33,23,118,44,12,187,30,Alive,None evident,,None evident,Flowered,2000,R187/T30,,,
"Eucalyptus longissima 
",D.Nicolle,2160,"Jimberlana Hill, WA",32,8,32,121,48,53,187,31,Dead,,,,,2000,R187/T31,,,
"Eucalyptus longissima 
",D.Nicolle,2160,"Jimberlana Hill, WA",32,8,32,121,48,53,187,32,Alive,None evident,,None evident,Flowered,2000,R187/T32,,,
"Eucalyptus longissima 
",D.Nicolle,2160,"Jimberlana Hill, WA",32,8,32,121,48,53,187,33,Alive,None evident,,None evident,Flowered,2000,R187/T33,,,
Eucalyptus kochii subsp. kochii,D.Nicolle,2218,"Morawa, WA",29,11,44,115,53,38,187,34,Alive,None evident,,None evident,Flowered,2000,R187/T34,,,
Eucalyptus kochii subsp. kochii,D.Nicolle,2218,"Morawa, WA",29,11,44,115,53,38,187,35,Dead,,,,,2000,R187/T35,,,
Eucalyptus kochii subsp. kochii,D.Nicolle,2218,"Morawa, WA",29,11,44,115,53,38,187,36,Dead,,,,,2000,R187/T36,,,
Eucalyptus kochii subsp. kochii,D.Nicolle,2218,"Morawa, WA",29,11,44,115,53,38,187,37,Alive,None evident,,None evident,,2000,R187/T37,,,
Eucalyptus brockwayi,D.Nicolle,2166,"Norseman 1, WA",32,9,9,121,42,27,187,4,Alive,None evident,,None evident,Flowered,2000,R187/T04,,,
Eucalyptus leucoxylon subsp. pruinosa,D.Nicolle,2897,"Barham, NSW",35,36,54,144,8,19,187,4.5,Alive,Slight,,None evident,Flowered,2000,R187/T05,,,
Eucalyptus leucoxylon subsp. pruinosa,D.Nicolle,2897,"Barham, NSW",35,36,54,144,8,19,187,5,Alive,Slight,,None evident,Flowered,2000,R187/T05,,,
Eucalyptus leucoxylon subsp. pruinosa,D.Nicolle,2897,"Barham, NSW",35,36,54,144,8,19,187,6,Alive,Moderate,,None evident,Flowered,2000,R187/T06,,,
Eucalyptus leucoxylon subsp. pruinosa,D.Nicolle,2897,"Barham, NSW",35,36,54,144,8,19,187,7,Alive,Moderate,,None evident,Flowered,2000,R187/T07,,,
Eucalyptus microcarpa ,D.Nicolle,2895,"Boundary Bend, Vic",34,43,12,143,6,55,187,8,Alive,None evident,,None evident,,2000,R187/T08,,,
Eucalyptus microcarpa ,D.Nicolle,2895,"Boundary Bend, Vic",34,43,12,143,6,55,187,9,Alive,None evident,,None evident,,2000,R187/T09,,,
Eucalyptus odorata (E. silvestris),D.Nicolle,2580,"Serviceton, Vic",36,20,57,140,59,52,188,1,Alive,None evident,,None evident,Flowered,2000,R188/T01,,,
Eucalyptus oleosa subsp. ampliata,D.Nicolle,2561,"Bute, SA",33,49,10,137,59,3,188,10,Dead,,,,,2000,R188/T10,,,
Eucalyptus oleosa subsp. ampliata,D.Nicolle,2561,"Bute, SA",33,49,10,137,59,3,188,11,Alive,None evident,,None evident,Flowered,2000,R188/T11,,,
Eucalyptus oleosa subsp. ampliata,D.Nicolle,2561,"Bute, SA",33,49,10,137,59,3,188,12,Alive,None evident,,None evident,Flowered,2000,R188/T12,,,
Eucalyptus froggattii,D.Nicolle,2583,"Mitre, Vic",36,40,44,141,44,8,188,13,Alive,None evident,,None evident,Flowered,2000,R188/T13,,,
Eucalyptus froggattii,D.Nicolle,2583,"Mitre, Vic",36,40,44,141,44,8,188,14,Alive,None evident,,None evident,Flowered,2000,R188/T14,,,
Eucalyptus froggattii,D.Nicolle,2583,"Mitre, Vic",36,40,44,141,44,8,188,15,Alive,None evident,,None evident,Flowered,2000,R188/T15,,,
Eucalyptus froggattii,D.Nicolle,2583,"Mitre, Vic",36,40,44,141,44,8,188,16,Alive,None evident,,None evident,Flowered,2000,R188/T16,,,
Corymbia cadophora subsp. cadophora,D.Nicolle,1905,"Derby, WA",17,23,14,123,56,36,188,17,Dead,,,,,2000,R188/T17,,,
Corymbia cadophora subsp. cadophora,D.Nicolle,1905,"Derby, WA",17,23,14,123,56,36,188,18,Dead,,,,,2000,R188/T18,,,
Corymbia cadophora subsp. cadophora,D.Nicolle,1905,"Derby, WA",17,23,14,123,56,36,188,19,Dead,,,,,2000,R188/T19,,,
Eucalyptus odorata (E. silvestris),D.Nicolle,2580,"Serviceton, Vic",36,20,57,140,59,52,188,2,Alive,None evident,,None evident,Flowered,2000,R188/T02,,,
Corymbia cadophora subsp. cadophora,D.Nicolle,1905,"Derby, WA",17,23,14,123,56,36,188,20,Dead,,,,,2000,R188/T20,,,
Eucalyptus x macmahonii (E. phenax x E. wimmerensis),D.Nicolle,2582,"Mitre, Vic",36,40,44,141,44,8,188,21,Alive,None evident,,None evident,Flowered,2000,R188/T21,,,
Eucalyptus x macmahonii (E. phenax x E. wimmerensis),D.Nicolle,2582,"Mitre, Vic",36,40,44,141,44,8,188,22,Alive,None evident,,None evident,Flowered,2000,R188/T22,,,
Eucalyptus x macmahonii (E. phenax x E. wimmerensis),D.Nicolle,2582,"Mitre, Vic",36,40,44,141,44,8,188,23,Alive,None evident,,None evident,,2000,R188/T23,,,
Eucalyptus kochii subsp. kochii,D.Nicolle,2223,"Dalwallinu, WA",30,16,51,116,51,18,188,24,Alive,None evident,,None evident,Flowered,2000,R188/T24,,,
Eucalyptus kochii subsp. kochii,D.Nicolle,2223,"Dalwallinu, WA",30,16,51,116,51,18,188,25,Dead,,,,,2000,R188/T25,,,
Eucalyptus kochii subsp. kochii,D.Nicolle,2223,"Dalwallinu, WA",30,16,51,116,51,18,188,26,Alive,None evident,,None evident,Flowered,2000,R188/T26,,,
Eucalyptus kochii subsp. kochii,D.Nicolle,2223,"Dalwallinu, WA",30,16,51,116,51,18,188,27,Alive,None evident,,None evident,Flowered,2000,R188/T27,,,
Eucalyptus pendens,D.Nicolle,256,"Warradarge, WA",30,24,,115,23,,188,28,Dead,,,,,2000,R188/T28,,,
Eucalyptus pendens,D.Nicolle,256,"Warradarge, WA",30,24,,115,23,,188,29,Alive,None evident,,None evident,,2000,R188/T29,,,
Eucalyptus odorata (E. silvestris),D.Nicolle,2580,"Serviceton, Vic",36,20,57,140,59,52,188,3,Alive,None evident,,None evident,Flowered,2000,R188/T03,,,
Eucalyptus pendens,D.Nicolle,256,"Warradarge, WA",30,24,,115,23,,188,30,Dead,,,,,2000,R188/T30,,,
Eucalyptus pendens,D.Nicolle,256,"Warradarge, WA",30,24,,115,23,,188,31,Dead,,,,,2000,R188/T31,,,
Eucalyptus moderata ,D.Nicolle,2230,"Cadoux, WA",30,48,35,117,22,34,188,32,Alive,None evident,,None evident,Flowered,2000,R188/T32,,,
Eucalyptus moderata ,D.Nicolle,2230,"Cadoux, WA",30,48,35,117,22,34,188,33,Alive,None evident,,None evident,Flowered,2000,R188/T33,,,
Eucalyptus moderata ,D.Nicolle,2230,"Cadoux, WA",30,48,35,117,22,34,188,34,Alive,None evident,,None evident,Flowered,2000,R188/T34,,,
Eucalyptus moderata ,D.Nicolle,2230,"Cadoux, WA",30,48,35,117,22,34,188,35,Alive,None evident,,None evident,Flowered,2000,R188/T35,,,
Eucalyptus coronata,D.Nicolle,2247,"East Mt Barren, WA",33,55,33,120,1,36,188,36,Alive,Slight,,None evident,Flowered,2000,R188/T36,,,
Eucalyptus coronata,D.Nicolle,2247,"East Mt Barren, WA",33,55,33,120,1,36,188,37,Alive,Moderate,,None evident,Flowered,2000,R188/T37,,,
Eucalyptus coronata,D.Nicolle,2247,"East Mt Barren, WA",33,55,33,120,1,36,188,38,Dead,,,,,2000,R188/T38,,,
Eucalyptus odorata (E. silvestris),D.Nicolle,2580,"Serviceton, Vic",36,20,57,140,59,52,188,4,Alive,None evident,,None evident,Flowered,2000,R188/T04,,,
Eucalyptus valens,D.Nicolle,158,"Truslove, WA",33,21,0,121,46,22,188,5,Alive,Slight,,None evident,Flowered,2000,R188/T05,,,
Eucalyptus valens,D.Nicolle,158,"Truslove, WA",33,21,0,121,46,22,188,6,Alive,None evident,,None evident,Flowered,2000,R188/T06,,,
Eucalyptus valens,D.Nicolle,158,"Truslove, WA",33,21,0,121,46,22,188,7,Alive,None evident,,None evident,Flowered,2000,R188/T07,,,
Eucalyptus valens,D.Nicolle,158,"Truslove, WA",33,21,0,121,46,22,188,8,Alive,None evident,,None evident,Flowered,2000,R188/T08,,,
Eucalyptus oleosa subsp. ampliata,D.Nicolle,2561,"Bute, SA",33,49,10,137,59,3,188,9,Alive,None evident,,None evident,Flowered,2000,R188/T09,,,
Eucalyptus polyanthemos subsp. polyanthemos,D.Nicolle,2899,"Adelong, NSW",35,15,57,147,56,22,189,1,Alive,Slight,,None evident,Flowered,2000,R189/T01,,,
Eucalyptus erythronema subsp. inornata,D.Nicolle,245,"Corrigin, WA",32,11,55,117,39,57,189,10,Alive,None evident,,None evident,Flowered,2000,R189/T10,,,
Eucalyptus erythronema subsp. inornata,D.Nicolle,245,"Corrigin, WA",32,11,55,117,39,57,189,11,Alive,None evident,,None evident,Flowered,2000,R189/T11,,,
Eucalyptus erythronema subsp. inornata,D.Nicolle,245,"Corrigin, WA",32,11,55,117,39,57,189,12,Dead,,,,,2000,R189/T12,,,
Eucalyptus cernua,D.Nicolle,182,"Ravensthorpe, WA",33,41,46,120,21,58,189,13,Dead,,,,,2000,R189/T13,,,
Eucalyptus cernua,D.Nicolle,182,"Ravensthorpe, WA",33,41,46,120,21,58,189,14,Alive,None evident,,None evident,Flowered,2000,R189/T14,,,
Eucalyptus cernua,D.Nicolle,182,"Ravensthorpe, WA",33,41,46,120,21,58,189,15,Alive,Fallen since 2016,,,,2000,R189/T15,,,
Eucalyptus cernua,D.Nicolle,182,"Ravensthorpe, WA",33,41,46,120,21,58,189,16,Alive,None evident,,None evident,Flowered,2000,R189/T16,,,
Eucalyptus socialis subsp. eucentrica,D.Nicolle,2539,"Lake Galilee 2, Qld",22,15,8,146,9,20,189,17,Alive,None evident,,None evident,Flowered,2000,R189/T17,,,
Eucalyptus socialis subsp. eucentrica,D.Nicolle,2539,"Lake Galilee 2, Qld",22,15,8,146,9,20,189,18,Alive,None evident,,None evident,Flowered,2000,R189/T18,,,
Eucalyptus socialis subsp. eucentrica,D.Nicolle,2539,"Lake Galilee 2, Qld",22,15,8,146,9,20,189,19,Dead,,,,,2000,R189/T19,,,
Eucalyptus polyanthemos subsp. polyanthemos,D.Nicolle,2899,"Adelong, NSW",35,15,57,147,56,22,189,2,Alive,Moderate,,None evident,Flowered,2000,R189/T02,,,
Eucalyptus socialis subsp. eucentrica,D.Nicolle,2539,"Lake Galilee 2, Qld",22,15,8,146,9,20,189,20,Dead,,,,,2000,R189/T20,,,
Corymbia chlorolampra,D.Nicolle,2213,"Mt Peron 1, WA",30,6,21,115,9,10,189,21,Dead,,,,,2000,R189/T21,,,
Corymbia chlorolampra,D.Nicolle,2213,"Mt Peron 1, WA",30,6,21,115,9,10,189,22,Dead,,,,,2000,R189/T22,,,
Eucalyptus albens,D.Nicolle,2898,"Wagga Wagga, NSW",35,6,21,147,12,1,189,23,Alive,None evident,,None evident,Flowered,2000,R189/T23,,,
Eucalyptus albens,D.Nicolle,2898,"Wagga Wagga, NSW",35,6,21,147,12,1,189,24,Alive,None evident,,None evident,Flowered,2000,R189/T24,,,
Eucalyptus albens,D.Nicolle,2898,"Wagga Wagga, NSW",35,6,21,147,12,1,189,25,Alive,None evident,,None evident,Flowered,2000,R189/T25,,,
Eucalyptus albens,D.Nicolle,2898,"Wagga Wagga, NSW",35,6,21,147,12,1,189,26,Alive,None evident,,None evident,Flowered,2000,R189/T26,,,
Eucalyptus leucoxylon subsp. stephaniae,D.Nicolle,2581,"Little Desert, Vic",36,33,32,141,39,4,189,27,Alive,None evident,,None evident,Flowered,2000,R189/T27,,,
Eucalyptus leucoxylon subsp. stephaniae,D.Nicolle,2581,"Little Desert, Vic",36,33,32,141,39,4,189,28,Alive,None evident,,None evident,Flowered,2000,R189/T28,,,
Eucalyptus leucoxylon subsp. stephaniae,D.Nicolle,2581,"Little Desert, Vic",36,33,32,141,39,4,189,29,Alive,None evident,,None evident,Flowered,2000,R189/T29,,,
Eucalyptus polyanthemos subsp. polyanthemos,D.Nicolle,2899,"Adelong, NSW",35,15,57,147,56,22,189,3,Alive,Slight,,None evident,Flowered,2000,R189/T03,,,
Eucalyptus leucoxylon subsp. stephaniae,D.Nicolle,2581,"Little Desert, Vic",36,33,32,141,39,4,189,30,Dead,,,,,2000,R189/T30,,,
Eucalyptus clivicola,D.Nicolle,193,"Ravensthorpe, WA",33,42,3,120,11,16,189,31,Alive,None evident,,None evident,Flowered,2000,R189/T31,,,
Eucalyptus clivicola,D.Nicolle,193,"Ravensthorpe, WA",33,42,3,120,11,16,189,32,Dead,,,,,2000,R189/T32,,,
Eucalyptus clivicola,D.Nicolle,193,"Ravensthorpe, WA",33,42,3,120,11,16,189,33,Alive,None evident,,None evident,Flowered,2000,R189/T33,,,
Eucalyptus brachycalyx (E. pleurocorys),D.Nicolle,2801,"Madura Beach, WA",32,2,43,127,2,38,189,34,Alive,None evident,,None evident,Flowered,2000,R189/T34,,,
Eucalyptus brachycalyx (E. pleurocorys),D.Nicolle,2801,"Madura Beach, WA",32,2,43,127,2,38,189,35,Alive,None evident,,None evident,Flowered,2000,R189/T35,,,
Eucalyptus brachycalyx (E. pleurocorys),D.Nicolle,2801,"Madura Beach, WA",32,2,43,127,2,38,189,36,Alive,None evident,,None evident,Flowered,2000,R189/T36,,,
Eucalyptus brachycalyx (E. pleurocorys),D.Nicolle,2801,"Madura Beach, WA",32,2,43,127,2,38,189,37,Alive,None evident,,None evident,Flowered,2000,R189/T37,,,
Eucalyptus polyanthemos subsp. polyanthemos,D.Nicolle,2899,"Adelong, NSW",35,15,57,147,56,22,189,4,Alive,None evident,,None evident,Flowered,2000,R189/T04,,,
Eucalyptus oleosa subsp. cylindroidea,D.Nicolle,2259,"Lort River, WA",33,11,12,121,22,57,189,5,Alive,None evident,,None evident,Flowered,2000,R189/T05,,,
Eucalyptus oleosa subsp. cylindroidea,D.Nicolle,2259,"Lort River, WA",33,11,12,121,22,57,189,6,Alive,None evident,,None evident,Flowered,2000,R189/T06,,,
Eucalyptus oleosa subsp. cylindroidea,D.Nicolle,2259,"Lort River, WA",33,11,12,121,22,57,189,7,Alive,None evident,,None evident,Flowered,2000,R189/T07,,,
Eucalyptus oleosa subsp. cylindroidea,D.Nicolle,2259,"Lort River, WA",33,11,12,121,22,57,189,8,Alive,None evident,,None evident,Flowered,2000,R189/T08,,,
Eucalyptus erythronema subsp. inornata,D.Nicolle,245,"Corrigin, WA",32,11,55,117,39,57,189,9,Alive,None evident,,None evident,Flowered,2000,R189/T09,,,
Eucalyptus platypus subsp. congregata,D.Nicolle,184,"Ravensthorpe, WA",33,32,48,119,56,17,19,1,Dead,,,,,1993,R019/T01,,,
Eucalyptus synandra,D.Nicolle,297,"Jingymia, WA",30,30,53,117,24,35,19,10,Alive,None evident,,None evident,Flowered,1993,R019/T10,,,
Eucalyptus synandra,D.Nicolle,297,"Jingymia, WA",30,30,53,117,24,35,19,11,Alive,None evident,,None evident,Flowered,1993,R019/T11,,,
Eucalyptus synandra,D.Nicolle,297,"Jingymia, WA",30,30,53,117,24,35,19,12,Alive,None evident,,None evident,Flowered,1993,R019/T12,,,
Eucalyptus doratoxylon,D.Nicolle,178,"Cape Le Grand, WA",33,59,27,122,12,44,19,13,Dead,,,Died in 2006,,1993,R019/T13,,,
Eucalyptus doratoxylon,D.Nicolle,178,"Cape Le Grand, WA",33,59,27,122,12,44,19,14,Dead,,,Died in 2006,,1993,R019/T14,,,
Eucalyptus doratoxylon,D.Nicolle,178,"Cape Le Grand, WA",33,59,27,122,12,44,19,15,Dead,,,Died in 2006,,1993,R019/T15,,,
Eucalyptus doratoxylon,D.Nicolle,178,"Cape Le Grand, WA",33,59,27,122,12,44,19,16,Dead,,,Died in 2006,,1993,R019/T16,,,
Eucalyptus histophylla,D.Nicolle,124,"Balladonia, WA",32,11,55,123,19,9,19,17,Dead,,,,,1993,R019/T17,,,
Eucalyptus histophylla,D.Nicolle,124,"Balladonia, WA",32,11,55,123,19,9,19,18,Alive,Dead (non-drought),,,,1993,R019/T18,,,
Eucalyptus histophylla,D.Nicolle,124,"Balladonia, WA",32,11,55,123,19,9,19,19,Alive,None evident,,None evident,Flowered,1993,R019/T19,,,
Eucalyptus platypus subsp. congregata,D.Nicolle,184,"Ravensthorpe, WA",33,32,48,119,56,17,19,2,Dead,,,,,1993,R019/T02,,,
Eucalyptus histophylla,D.Nicolle,124,"Balladonia, WA",32,11,55,123,19,9,19,20,Alive,None evident,,None evident,Flowered,1993,R019/T20,,,
Eucalyptus crucis subsp. lanceolata,D.Nicolle,303,"Chiddarcooping Hill, WA",30,54,43,118,39,11,19,21,Dead,,,,,1993,R019/T21,,,
Eucalyptus crucis subsp. lanceolata,D.Nicolle,303,"Chiddarcooping Hill, WA",30,54,43,118,39,11,19,22,Alive,None evident,,None evident,Flowered,1993,R019/T22,,,
Eucalyptus crucis subsp. lanceolata,D.Nicolle,303,"Chiddarcooping Hill, WA",30,54,43,118,39,11,19,23,Alive,None evident,,None evident,Flowered,1993,R019/T23,,,
Eucalyptus crucis subsp. lanceolata,D.Nicolle,303,"Chiddarcooping Hill, WA",30,54,43,118,39,11,19,24,Alive,None evident,,None evident,Flowered,1993,R019/T24,,,
Eucalyptus kochii subsp. borealis,D.Nicolle,277,"Mullewa, WA",28,34,36,115,46,43,19,25,Dead,,,,,1993,R019/T25,,,
Eucalyptus kochii subsp. borealis,D.Nicolle,277,"Mullewa, WA",28,34,36,115,46,43,19,26,Alive,None evident,,None evident,Flowered,1993,R019/T26,,,
Eucalyptus kochii subsp. borealis,D.Nicolle,277,"Mullewa, WA",28,34,36,115,46,43,19,27,Alive,None evident,,None evident,Flowered,1993,R019/T27,,,
Eucalyptus kochii subsp. borealis,D.Nicolle,277,"Mullewa, WA",28,34,36,115,46,43,19,28,Alive,None evident,,None evident,Flowered,1993,R019/T28,,,
Eucalyptus delicata,D.Nicolle,149,"Lort River, WA",33,3,21,121,10,27,19,29,Alive,None evident,,None evident,,1993,R019/T29,,,
Eucalyptus platypus subsp. congregata,D.Nicolle,184,"Ravensthorpe, WA",33,32,48,119,56,17,19,3,Dead,,,,,1993,R019/T03,,,
Eucalyptus delicata,D.Nicolle,149,"Lort River, WA",33,3,21,121,10,27,19,30,Alive,None evident,,None evident,Flowered,1993,R019/T30,,,
Eucalyptus delicata,D.Nicolle,149,"Lort River, WA",33,3,21,121,10,27,19,31,Dead,,,,,1993,R019/T31,,,
Eucalyptus preissiana subsp. preissiana,D.Nicolle,217,"Beaufort Inlet, WA",34,22,33,118,48,48,19,32,Dead,,,,,1993,R019/T32,,,
Eucalyptus preissiana subsp. preissiana,D.Nicolle,217,"Beaufort Inlet, WA",34,22,33,118,48,48,19,33,Dead,,,,,1993,R019/T33,,,
Eucalyptus preissiana subsp. preissiana,D.Nicolle,217,"Beaufort Inlet, WA",34,22,33,118,48,48,19,34,Dead,,,,,1993,R019/T34,,,
Eucalyptus platypus subsp. congregata,D.Nicolle,184,"Ravensthorpe, WA",33,32,48,119,56,17,19,4,Dead,,,,,1993,R019/T04,,,
Eucalyptus capillosa (subsp. polyclada),D.Nicolle,241,"Kulin, WA",32,38,35,118,11,45,19,5,Alive,None evident,,None evident,Flowered,1993,R019/T05,,,
Eucalyptus capillosa (subsp. polyclada),D.Nicolle,241,"Kulin, WA",32,38,35,118,11,45,19,6,Alive,None evident,,None evident,Flowered,1993,R019/T06,,,
Eucalyptus capillosa (subsp. polyclada),D.Nicolle,241,"Kulin, WA",32,38,35,118,11,45,19,7,Alive,None evident,,None evident,Flowered,1993,R019/T07,,,
Eucalyptus capillosa (subsp. polyclada),D.Nicolle,241,"Kulin, WA",32,38,35,118,11,45,19,8,Alive,None evident,,None evident,Flowered,1993,R019/T08,,,
Eucalyptus synandra,D.Nicolle,297,"Jingymia, WA",30,30,53,117,24,35,19,9,Alive,None evident,,None evident,Flowered,1993,R019/T09,,,
Eucalyptus nortonii ,D.Nicolle,2951,"Mudgee, NSW",32,42,50,149,28,42,190,1,Alive,None evident,,None evident,Flowered,2000,R190/T01,,,
Eucalyptus robertsonii (subsp. hemispherica),D.Nicolle,2953,"Mullion Creek, NSW",33,7,10,149,6,55,190,10,Dead,,,,,2000,R190/T10,,,
Eucalyptus robertsonii (subsp. hemispherica),D.Nicolle,2953,"Mullion Creek, NSW",33,7,10,149,6,55,190,11,Dead,,,,,2000,R190/T11,,,
Eucalyptus robertsonii (subsp. hemispherica),D.Nicolle,2953,"Mullion Creek, NSW",33,7,10,149,6,55,190,12,Dead,,,,,2000,R190/T12,,,
Eucalyptus serraensis,D.Nicolle,2584,"Sundial, Vic",37,10,19,142,30,52,190,13,Dead,,,,,2000,R190/T13,,,
Eucalyptus serraensis,D.Nicolle,2584,"Sundial, Vic",37,10,19,142,30,52,190,14,Dead,,,,,2000,R190/T14,,,
